backbone,direction,source,target,split_index,attribute,best_C,source_train_n,source_train_positive,source_validation_n,size_capped,evaluation,method,auroc,n,n_negative,n_positive,coordinate_space
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,1,sex,0.1,772,301,257,True,target_external,coral,0.5726063221903885,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,1,sex,0.1,772,301,257,True,target_external,subspace,0.4899697551174448,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,1,sex,0.1,772,301,257,True,target_external,ot_gaussian,0.5675672802462115,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,1,sex,0.1,772,301,257,True,target_external,ot_entropic,0.5334873040594055,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,1,age65,0.1,3388,1390,1125,False,source_internal,unaligned,0.8982185437052108,1136,673,463,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,1,age65,0.1,3388,1390,1125,False,target_local_cv,target_local,0.8550534552523009,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,1,age65,0.1,3388,1390,1125,False,target_external,unaligned,0.5314582672167566,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,1,age65,0.1,3388,1390,1125,False,target_external,mean_variance,0.5048744446207554,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,1,age65,0.1,3388,1390,1125,False,target_external,coral,0.5284383925737861,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,1,age65,0.1,3388,1390,1125,False,target_external,subspace,0.6133419946048874,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,1,age65,0.1,3388,1390,1125,False,target_external,ot_gaussian,0.5272681291653444,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,1,age65,0.1,3388,1390,1125,False,target_external,ot_entropic,0.5298466756585212,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,1,age65,0.01,770,327,256,False,source_internal,unaligned,0.7807795046138903,258,142,116,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,1,age65,0.01,770,327,256,False,target_local_cv,target_local,0.8960560101550968,5649,3313,2336,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,1,age65,0.01,770,327,256,False,target_external,unaligned,0.5075416375507031,5649,3313,2336,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,1,age65,0.01,770,327,256,False,target_external,mean_variance,0.5085126721632092,5649,3313,2336,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,1,age65,0.01,770,327,256,False,target_external,coral,0.5557320890307589,5649,3313,2336,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,1,age65,0.01,770,327,256,False,target_external,subspace,0.7445120715818548,5649,3313,2336,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,1,age65,0.01,770,327,256,False,target_external,ot_gaussian,0.5615754820156378,5649,3313,2336,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,1,age65,0.01,770,327,256,False,target_external,ot_entropic,0.5887030750592313,5649,3313,2336,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,1,age65,0.1,770,316,256,True,source_internal,unaligned,0.8787544247574607,1136,673,463,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,1,age65,0.1,770,316,256,True,target_local_cv,target_local,0.8550534552523009,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,1,age65,0.1,770,316,256,True,target_external,unaligned,0.5694794311329736,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,1,age65,0.1,770,316,256,True,target_external,mean_variance,0.5749092549984133,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,1,age65,0.1,770,316,256,True,target_external,coral,0.541016244842907,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,1,age65,0.1,770,316,256,True,target_external,subspace,0.6147180458584577,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,1,age65,0.1,770,316,256,True,target_external,ot_gaussian,0.542922881624881,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,1,age65,0.1,770,316,256,True,target_external,ot_entropic,0.563139677880038,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,2,sex,0.1,5104,1959,1700,False,source_internal,unaligned,0.7065201614073795,1701,1036,665,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,2,sex,0.1,5104,1959,1700,False,target_local_cv,target_local,0.7212633749887045,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,2,sex,0.1,5104,1959,1700,False,target_external,unaligned,0.5554002264379607,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,2,sex,0.1,5104,1959,1700,False,target_external,mean_variance,0.5685559530327272,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,2,sex,0.1,5104,1959,1700,False,target_external,coral,0.6011981013230143,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,2,sex,0.1,5104,1959,1700,False,target_external,subspace,0.4845745783523183,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,2,sex,0.1,5104,1959,1700,False,target_external,ot_gaussian,0.6040498376131525,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,2,sex,0.1,5104,1959,1700,False,target_external,ot_entropic,0.5686330269865147,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,2,sex,0.1,772,265,257,False,source_internal,unaligned,0.6963617817069023,258,173,85,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,2,sex,0.1,772,265,257,False,target_local_cv,target_local,0.7395738865891277,8505,5224,3281,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,2,sex,0.1,772,265,257,False,target_external,unaligned,0.5563355982960038,8505,5224,3281,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,2,sex,0.1,772,265,257,False,target_external,mean_variance,0.5675365100376057,8505,5224,3281,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,2,sex,0.1,772,265,257,False,target_external,coral,0.5659085000511087,8505,5224,3281,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,2,sex,0.1,772,265,257,False,target_external,subspace,0.5017657000512954,8505,5224,3281,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,2,sex,0.1,772,265,257,False,target_external,ot_gaussian,0.5717787642713419,8505,5224,3281,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,2,sex,0.1,772,265,257,False,target_external,ot_entropic,0.5471689989185495,8505,5224,3281,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,2,sex,0.1,772,296,257,True,source_internal,unaligned,0.6658910790489738,1701,1036,665,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,2,sex,0.1,772,296,257,True,target_local_cv,target_local,0.7212633749887045,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,2,sex,0.1,772,296,257,True,target_external,unaligned,0.5796466292104969,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,2,sex,0.1,772,296,257,True,target_external,mean_variance,0.5876702935720323,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,2,sex,0.1,772,296,257,True,target_external,coral,0.6020299684794106,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,2,sex,0.1,772,296,257,True,target_external,subspace,0.4860283525841037,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,2,sex,0.1,772,296,257,True,target_external,ot_gaussian,0.6030850843295363,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,2,sex,0.1,772,296,257,True,target_external,ot_entropic,0.5920661666604653,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,2,age65,0.1,3406,1365,1138,False,source_internal,unaligned,0.9002051377686606,1105,623,482,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,2,age65,0.1,3406,1365,1138,False,target_local_cv,target_local,0.8538137694382735,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,2,age65,0.1,3406,1365,1138,False,target_external,unaligned,0.5470485560139637,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,2,age65,0.1,3406,1365,1138,False,target_external,mean_variance,0.5377385155506188,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,2,age65,0.1,3406,1365,1138,False,target_external,coral,0.5467187995874325,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,2,age65,0.1,3406,1365,1138,False,target_external,subspace,0.7036307918121231,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,2,age65,0.1,3406,1365,1138,False,target_external,ot_gaussian,0.5443187678514757,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,2,age65,0.1,3406,1365,1138,False,target_external,ot_entropic,0.5258400111075849,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,2,age65,0.1,770,331,256,False,source_internal,unaligned,0.8610651467794326,258,147,111,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,2,age65,0.1,770,331,256,False,target_local_cv,target_local,0.9049820342445078,5649,3313,2336,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,2,age65,0.1,770,331,256,False,target_external,unaligned,0.5056593938779983,5649,3313,2336,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,2,age65,0.1,770,331,256,False,target_external,mean_variance,0.4991092065710423,5649,3313,2336,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,2,age65,0.1,770,331,256,False,target_external,coral,0.5551176819006901,5649,3313,2336,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,2,age65,0.1,770,331,256,False,target_external,subspace,0.35127380617658127,5649,3313,2336,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,2,age65,0.1,770,331,256,False,target_external,ot_gaussian,0.5620278562243384,5649,3313,2336,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,2,age65,0.1,770,331,256,False,target_external,ot_entropic,0.5966649128175018,5649,3313,2336,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,2,age65,0.1,770,309,256,True,source_internal,unaligned,0.8652151615459929,1105,623,482,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,2,age65,0.1,770,309,256,True,target_local_cv,target_local,0.8538137694382735,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,2,age65,0.1,770,309,256,True,target_external,unaligned,0.5117423040304665,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,2,age65,0.1,770,309,256,True,target_external,mean_variance,0.5133737305617265,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,2,age65,0.1,770,309,256,True,target_external,coral,0.5357153483021263,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,2,age65,0.1,770,309,256,True,target_external,subspace,0.7125614884163758,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,2,age65,0.1,770,309,256,True,target_external,ot_gaussian,0.5330450650587115,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,2,age65,0.1,770,309,256,True,target_external,ot_entropic,0.5325243970168201,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,3,sex,0.1,5105,1987,1699,False,source_internal,unaligned,0.7202202202202201,1701,1035,666,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,3,sex,0.1,5105,1987,1699,False,target_local_cv,target_local,0.7247423337993207,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,3,sex,0.1,5105,1987,1699,False,target_external,unaligned,0.589783182994828,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,3,sex,0.1,5105,1987,1699,False,target_external,mean_variance,0.588698832196714,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,3,sex,0.1,5105,1987,1699,False,target_external,coral,0.6035395548846283,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,3,sex,0.1,5105,1987,1699,False,target_external,subspace,0.5604844496653927,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,3,sex,0.1,5105,1987,1699,False,target_external,ot_gaussian,0.6010705306408832,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,3,sex,0.1,5105,1987,1699,False,target_external,ot_entropic,0.5622598083250501,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,3,sex,1.0,772,281,257,False,source_internal,unaligned,0.713719163809908,258,171,87,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,3,sex,1.0,772,281,257,False,target_local_cv,target_local,0.7322126606714701,8505,5224,3281,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,3,sex,1.0,772,281,257,False,target_external,unaligned,0.5570068373618957,8505,5224,3281,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,3,sex,1.0,772,281,257,False,target_external,mean_variance,0.5678426954020387,8505,5224,3281,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,3,sex,1.0,772,281,257,False,target_external,coral,0.55557970317756,8505,5224,3281,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,3,sex,1.0,772,281,257,False,target_external,subspace,0.4840792945414524,8505,5224,3281,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,3,sex,1.0,772,281,257,False,target_external,ot_gaussian,0.5552316273612097,8505,5224,3281,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,3,sex,1.0,772,281,257,False,target_external,ot_entropic,0.5341322001985538,8505,5224,3281,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,3,sex,0.01,772,300,257,True,source_internal,unaligned,0.6512352932642789,1701,1035,666,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,3,sex,0.01,772,300,257,True,target_local_cv,target_local,0.7009185089113438,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,3,sex,0.01,772,300,257,True,target_external,unaligned,0.5512887296617782,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,3,sex,0.01,772,300,257,True,target_external,mean_variance,0.5519159521822561,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,3,sex,0.01,772,300,257,True,target_external,coral,0.579580186146887,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,3,sex,0.01,772,300,257,True,target_external,subspace,0.5520328919742095,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,3,sex,0.01,772,300,257,True,target_external,ot_gaussian,0.5728481749419287,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,3,sex,0.01,772,300,257,True,target_external,ot_entropic,0.5340294794584625,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,3,age65,0.1,3354,1379,1119,False,source_internal,unaligned,0.8871348180076628,1176,696,480,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,3,age65,0.1,3354,1379,1119,False,target_local_cv,target_local,0.8573096834338305,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,3,age65,0.1,3354,1379,1119,False,target_external,unaligned,0.6000128927324659,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,3,age65,0.1,3354,1379,1119,False,target_external,mean_variance,0.5911565772770548,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,3,age65,0.1,3354,1379,1119,False,target_external,coral,0.5331467192954618,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,3,age65,0.1,3354,1379,1119,False,target_external,subspace,0.7119044549349413,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,3,age65,0.1,3354,1379,1119,False,target_external,ot_gaussian,0.5276226793081562,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,3,age65,0.1,3354,1379,1119,False,target_external,ot_entropic,0.5170878292605522,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,3,age65,0.01,770,320,256,False,source_internal,unaligned,0.8045289855072464,258,138,120,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,3,age65,0.01,770,320,256,False,target_local_cv,target_local,0.8966739060322764,5649,3313,2336,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,3,age65,0.01,770,320,256,False,target_external,unaligned,0.5709015491070875,5649,3313,2336,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,3,age65,0.01,770,320,256,False,target_external,mean_variance,0.5648194999772586,5649,3313,2336,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,3,age65,0.01,770,320,256,False,target_external,coral,0.5437089619969485,5649,3313,2336,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,3,age65,0.01,770,320,256,False,target_external,subspace,0.5486045786833933,5649,3313,2336,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,3,age65,0.01,770,320,256,False,target_external,ot_gaussian,0.5450363656661801,5649,3313,2336,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,3,age65,0.01,770,320,256,False,target_external,ot_entropic,0.5820169558278099,5649,3313,2336,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,3,age65,0.01,770,317,256,True,source_internal,unaligned,0.860290948275862,1176,696,480,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,3,age65,0.01,770,317,256,True,target_local_cv,target_local,0.8482500595049189,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,3,age65,0.01,770,317,256,True,target_external,unaligned,0.6115692438908282,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,3,age65,0.01,770,317,256,True,target_external,mean_variance,0.6014385314185973,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,3,age65,0.01,770,317,256,True,target_external,coral,0.5228622857822913,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,3,age65,0.01,770,317,256,True,target_external,subspace,0.6977596397968898,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,3,age65,0.01,770,317,256,True,target_external,ot_gaussian,0.5166341042526181,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,3,age65,0.01,770,317,256,True,target_external,ot_entropic,0.5179754443033957,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,4,sex,0.1,5102,1965,1702,False,source_internal,unaligned,0.7313348383210418,1701,1049,652,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,4,sex,0.1,5102,1965,1702,False,target_local_cv,target_local,0.7163040647208594,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,4,sex,0.1,5102,1965,1702,False,target_external,unaligned,0.5649361349272581,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,4,sex,0.1,5102,1965,1702,False,target_external,mean_variance,0.5820438949455433,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,4,sex,0.1,5102,1965,1702,False,target_external,coral,0.5987955201428792,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,4,sex,0.1,5102,1965,1702,False,target_external,subspace,0.46931127777984494,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,4,sex,0.1,5102,1965,1702,False,target_external,ot_gaussian,0.5978839213101509,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,4,sex,0.1,5102,1965,1702,False,target_external,ot_entropic,0.5482961340767869,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,4,sex,10.0,772,280,257,False,source_internal,unaligned,0.648881239242685,258,175,83,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,4,sex,10.0,772,280,257,False,target_local_cv,target_local,0.728663057475567,8505,5224,3281,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,4,sex,10.0,772,280,257,False,target_external,unaligned,0.5319551802502972,8505,5224,3281,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,4,sex,10.0,772,280,257,False,target_external,mean_variance,0.5339653676814813,8505,5224,3281,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,4,sex,10.0,772,280,257,False,target_external,coral,0.5482641016796788,8505,5224,3281,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,4,sex,10.0,772,280,257,False,target_external,subspace,0.5048307042310056,8505,5224,3281,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,4,sex,10.0,772,280,257,False,target_external,ot_gaussian,0.5532082251843997,8505,5224,3281,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,4,sex,10.0,772,280,257,False,target_external,ot_entropic,0.5480722690809259,8505,5224,3281,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,4,sex,1.0,772,297,257,True,source_internal,unaligned,0.6478211793879067,1701,1049,652,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,4,sex,1.0,772,297,257,True,target_local_cv,target_local,0.708647166070451,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,4,sex,1.0,772,297,257,True,target_external,unaligned,0.5549803062759461,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,4,sex,1.0,772,297,257,True,target_external,mean_variance,0.5454497132317375,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,4,sex,1.0,772,297,257,True,target_external,coral,0.5558307774901532,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,4,sex,1.0,772,297,257,True,target_external,subspace,0.489563123568152,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,4,sex,1.0,772,297,257,True,target_external,ot_gaussian,0.5542467748536924,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,4,sex,1.0,772,297,257,True,target_external,ot_entropic,0.5235447640208153,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,4,age65,0.1,3403,1405,1100,False,source_internal,unaligned,0.8957641963818459,1146,669,477,source-training-image-standardised-patient-mean-coordinates
